Summary
[Data Information]
Data is:,Measurement Data
Dataset Name:,RawData
Sample Name:,MD_P_padrao_0,75_22_09_2025
Sample ID
Option
Analyst
Date/Time:,09/22/2025 11:14:46 AM
Comments
Parameter File Name:,Esfera de Integração.vspm
Report File Name
[Software Information]
Software Name:,LabSolutions UV-Vis
Version:,1.11
[Instrument Information]
Instrument Name:,UV-2600i
Instrument Type:,UV-2600 Series
Model (S/N):,UV-2600i (A12595900700)

Parameter
[Measurement]
Start:,1300 nm
End:,200 nm
Data Interval:,1.0
Scan Speed:,High speed
Spectrum Type:,Absorbance
[Accessories]
Accessories:,None
[Advanced]
Slit Width:,5.0
Detector Unit:,External (2 Detector)
Light Source Switch Wavelength:,323
Detector Switch Wavelength:,830
S/R Switch:,Standard
Stair Correction:,ON
[Repeat]
Repeat Measurement:,OFF
[Post-processing]
Spectrum Transformation:,OFF
Data Processing Table:,OFF
Print:,OFF

Wavelength (nm),Absorbance
200.0,0.358
201.0,0.275
202.0,0.307
203.0,0.157
204.0,0.163
205.0,0.136
206.0,0.278
207.0,0.273
208.0,0.357
209.0,0.250
210.0,0.258
211.0,0.124
212.0,0.241
213.0,0.328
214.0,0.296
215.0,0.277
216.0,0.158
217.0,0.199
218.0,0.061
219.0,0.052
220.0,0.052
221.0,0.172
222.0,0.155
223.0,0.112
224.0,0.098
225.0,0.264
226.0,0.376
227.0,0.335
228.0,0.170
229.0,0.112
230.0,0.133
231.0,0.182
232.0,0.210
233.0,0.214
234.0,0.229
235.0,0.256
236.0,0.238
237.0,0.300
238.0,0.208
239.0,0.305
240.0,0.215
241.0,0.255
242.0,0.172
243.0,0.204
244.0,0.148
245.0,0.150
246.0,0.175
247.0,0.188
248.0,0.198
249.0,0.145
250.0,0.149
251.0,0.076
252.0,0.141
253.0,0.116
254.0,0.248
255.0,0.229
256.0,0.309
257.0,0.207
258.0,0.107
259.0,0.138
260.0,0.232
261.0,0.268
262.0,0.237
263.0,0.160
264.0,0.224
265.0,0.212
266.0,0.231
267.0,0.159
268.0,0.240
269.0,0.188
270.0,0.210
271.0,0.113
272.0,0.121
273.0,0.174
274.0,0.171
275.0,0.159
276.0,0.170
277.0,0.174
278.0,0.257
279.0,0.287
280.0,0.350
281.0,0.283
282.0,0.244
283.0,0.236
284.0,0.329
285.0,0.298
286.0,0.150
287.0,0.158
288.0,0.155
289.0,0.155
290.0,0.030
291.0,0.014
292.0,0.147
293.0,0.131
294.0,0.151
295.0,-0.019
296.0,-0.082
297.0,-0.179
298.0,-0.266
299.0,-0.260
300.0,-0.281
301.0,-0.227
302.0,-0.236
303.0,-0.214
304.0,-0.187
305.0,-0.145
306.0,-0.136
307.0,-0.119
308.0,-0.107
309.0,-0.084
310.0,-0.066
311.0,-0.039
312.0,-0.019
313.0,0.003
314.0,0.017
315.0,0.033
316.0,0.045
317.0,0.058
318.0,0.067
319.0,0.072
320.0,0.080
321.0,0.085
322.0,0.091
323.0,0.093
324.0,0.097
325.0,0.098
326.0,0.098
327.0,0.100
328.0,0.101
329.0,0.102
330.0,0.099
331.0,0.099
332.0,0.098
333.0,0.098
334.0,0.096
335.0,0.095
336.0,0.095
337.0,0.094
338.0,0.094
339.0,0.093
340.0,0.093
341.0,0.093
342.0,0.092
343.0,0.091
344.0,0.090
345.0,0.088
346.0,0.087
347.0,0.086
348.0,0.086
349.0,0.085
350.0,0.083
351.0,0.083
352.0,0.082
353.0,0.081
354.0,0.081
355.0,0.080
356.0,0.079
357.0,0.078
358.0,0.078
359.0,0.077
360.0,0.076
361.0,0.075
362.0,0.075
363.0,0.075
364.0,0.074
365.0,0.073
366.0,0.073
367.0,0.072
368.0,0.072
369.0,0.072
370.0,0.071
371.0,0.071
372.0,0.070
373.0,0.070
374.0,0.070
375.0,0.070
376.0,0.069
377.0,0.069
378.0,0.069
379.0,0.068
380.0,0.068
381.0,0.067
382.0,0.067
383.0,0.067
384.0,0.067
385.0,0.066
386.0,0.066
387.0,0.065
388.0,0.065
389.0,0.065
390.0,0.065
391.0,0.064
392.0,0.064
393.0,0.064
394.0,0.064
395.0,0.064
396.0,0.063
397.0,0.064
398.0,0.064
399.0,0.064
400.0,0.064
401.0,0.064
402.0,0.064
403.0,0.065
404.0,0.065
405.0,0.065
406.0,0.065
407.0,0.065
408.0,0.066
409.0,0.067
410.0,0.067
411.0,0.068
412.0,0.068
413.0,0.069
414.0,0.070
415.0,0.071
416.0,0.071
417.0,0.072
418.0,0.073
419.0,0.074
420.0,0.075
421.0,0.075
422.0,0.076
423.0,0.077
424.0,0.078
425.0,0.079
426.0,0.080
427.0,0.081
428.0,0.082
429.0,0.083
430.0,0.084
431.0,0.085
432.0,0.086
433.0,0.088
434.0,0.089
435.0,0.091
436.0,0.092
437.0,0.093
438.0,0.094
439.0,0.096
440.0,0.097
441.0,0.099
442.0,0.100
443.0,0.101
444.0,0.103
445.0,0.104
446.0,0.105
447.0,0.107
448.0,0.109
449.0,0.110
450.0,0.112
451.0,0.114
452.0,0.115
453.0,0.117
454.0,0.119
455.0,0.121
456.0,0.122
457.0,0.124
458.0,0.125
459.0,0.127
460.0,0.129
461.0,0.131
462.0,0.133
463.0,0.135
464.0,0.136
465.0,0.138
466.0,0.140
467.0,0.141
468.0,0.143
469.0,0.145
470.0,0.147
471.0,0.148
472.0,0.150
473.0,0.152
474.0,0.154
475.0,0.155
476.0,0.157
477.0,0.159
478.0,0.161
479.0,0.163
480.0,0.164
481.0,0.166
482.0,0.167
483.0,0.169
484.0,0.171
485.0,0.172
486.0,0.173
487.0,0.175
488.0,0.177
489.0,0.178
490.0,0.179
491.0,0.181
492.0,0.182
493.0,0.183
494.0,0.185
495.0,0.186
496.0,0.187
497.0,0.188
498.0,0.189
499.0,0.191
500.0,0.192
501.0,0.193
502.0,0.194
503.0,0.195
504.0,0.196
505.0,0.197
506.0,0.198
507.0,0.199
508.0,0.201
509.0,0.202
510.0,0.203
511.0,0.204
512.0,0.206
513.0,0.207
514.0,0.208
515.0,0.209
516.0,0.210
517.0,0.212
518.0,0.213
519.0,0.215
520.0,0.217
521.0,0.218
522.0,0.220
523.0,0.222
524.0,0.224
525.0,0.225
526.0,0.227
527.0,0.229
528.0,0.231
529.0,0.233
530.0,0.235
531.0,0.237
532.0,0.238
533.0,0.240
534.0,0.242
535.0,0.244
536.0,0.246
537.0,0.248
538.0,0.249
539.0,0.252
540.0,0.254
541.0,0.255
542.0,0.257
543.0,0.259
544.0,0.260
545.0,0.262
546.0,0.264
547.0,0.266
548.0,0.267
549.0,0.269
550.0,0.270
551.0,0.272
552.0,0.273
553.0,0.275
554.0,0.276
555.0,0.277
556.0,0.279
557.0,0.280
558.0,0.281
559.0,0.282
560.0,0.283
561.0,0.284
562.0,0.286
563.0,0.287
564.0,0.288
565.0,0.289
566.0,0.290
567.0,0.291
568.0,0.292
569.0,0.293
570.0,0.294
571.0,0.295
572.0,0.296
573.0,0.298
574.0,0.298
575.0,0.299
576.0,0.300
577.0,0.301
578.0,0.302
579.0,0.303
580.0,0.304
581.0,0.305
582.0,0.306
583.0,0.307
584.0,0.307
585.0,0.308
586.0,0.309
587.0,0.311
588.0,0.312
589.0,0.313
590.0,0.313
591.0,0.314
592.0,0.315
593.0,0.316
594.0,0.317
595.0,0.318
596.0,0.319
597.0,0.320
598.0,0.320
599.0,0.321
600.0,0.322
601.0,0.323
602.0,0.324
603.0,0.325
604.0,0.326
605.0,0.326
606.0,0.328
607.0,0.328
608.0,0.329
609.0,0.330
610.0,0.331
611.0,0.332
612.0,0.333
613.0,0.334
614.0,0.335
615.0,0.335
616.0,0.336
617.0,0.337
618.0,0.338
619.0,0.339
620.0,0.340
621.0,0.341
622.0,0.342
623.0,0.343
624.0,0.344
625.0,0.345
626.0,0.346
627.0,0.347
628.0,0.347
629.0,0.349
630.0,0.350
631.0,0.351
632.0,0.352
633.0,0.353
634.0,0.354
635.0,0.356
636.0,0.356
637.0,0.358
638.0,0.359
639.0,0.360
640.0,0.361
641.0,0.362
642.0,0.363
643.0,0.364
644.0,0.365
645.0,0.367
646.0,0.368
647.0,0.369
648.0,0.370
649.0,0.371
650.0,0.373
651.0,0.374
652.0,0.375
653.0,0.377
654.0,0.378
655.0,0.380
656.0,0.381
657.0,0.382
658.0,0.384
659.0,0.385
660.0,0.387
661.0,0.388
662.0,0.389
663.0,0.391
664.0,0.392
665.0,0.394
666.0,0.395
667.0,0.397
668.0,0.399
669.0,0.400
670.0,0.402
671.0,0.403
672.0,0.405
673.0,0.406
674.0,0.407
675.0,0.409
676.0,0.411
677.0,0.412
678.0,0.414
679.0,0.416
680.0,0.417
681.0,0.418
682.0,0.420
683.0,0.421
684.0,0.422
685.0,0.424
686.0,0.426
687.0,0.427
688.0,0.428
689.0,0.430
690.0,0.431
691.0,0.432
692.0,0.433
693.0,0.434
694.0,0.435
695.0,0.436
696.0,0.437
697.0,0.438
698.0,0.439
699.0,0.440
700.0,0.441
701.0,0.442
702.0,0.442
703.0,0.443
704.0,0.444
705.0,0.444
706.0,0.445
707.0,0.445
708.0,0.445
709.0,0.445
710.0,0.445
711.0,0.445
712.0,0.445
713.0,0.445
714.0,0.445
715.0,0.444
716.0,0.444
717.0,0.444
718.0,0.444
719.0,0.443
720.0,0.443
721.0,0.442
722.0,0.441
723.0,0.441
724.0,0.440
725.0,0.439
726.0,0.438
727.0,0.436
728.0,0.436
729.0,0.434
730.0,0.434
731.0,0.433
732.0,0.432
733.0,0.431
734.0,0.429
735.0,0.427
736.0,0.426
737.0,0.425
738.0,0.424
739.0,0.423
740.0,0.421
741.0,0.419
742.0,0.418
743.0,0.416
744.0,0.415
745.0,0.413
746.0,0.412
747.0,0.410
748.0,0.409
749.0,0.408
750.0,0.407
751.0,0.405
752.0,0.404
753.0,0.403
754.0,0.402
755.0,0.400
756.0,0.399
757.0,0.398
758.0,0.397
759.0,0.395
760.0,0.394
761.0,0.393
762.0,0.393
763.0,0.392
764.0,0.391
765.0,0.390
766.0,0.389
767.0,0.388
768.0,0.388
769.0,0.387
770.0,0.387
771.0,0.386
772.0,0.386
773.0,0.386
774.0,0.386
775.0,0.385
776.0,0.385
777.0,0.384
778.0,0.385
779.0,0.384
780.0,0.385
781.0,0.385
782.0,0.385
783.0,0.385
784.0,0.385
785.0,0.386
786.0,0.387
787.0,0.387
788.0,0.387
789.0,0.388
790.0,0.388
791.0,0.389
792.0,0.390
793.0,0.392
794.0,0.392
795.0,0.393
796.0,0.394
797.0,0.396
798.0,0.397
799.0,0.399
800.0,0.400
801.0,0.400
802.0,0.401
803.0,0.403
804.0,0.405
805.0,0.407
806.0,0.409
807.0,0.411
808.0,0.413
809.0,0.415
810.0,0.417
811.0,0.419
812.0,0.420
813.0,0.422
814.0,0.424
815.0,0.427
816.0,0.429
817.0,0.431
818.0,0.433
819.0,0.435
820.0,0.438
821.0,0.441
822.0,0.443
823.0,0.446
824.0,0.449
825.0,0.452
826.0,0.454
827.0,0.457
828.0,0.459
829.0,0.462
830.0,0.465
831.0,0.467
832.0,0.470
833.0,0.472
834.0,0.476
835.0,0.478
836.0,0.481
837.0,0.483
838.0,0.486
839.0,0.489
840.0,0.492
841.0,0.495
842.0,0.498
843.0,0.501
844.0,0.504
845.0,0.508
846.0,0.510
847.0,0.513
848.0,0.516
849.0,0.519
850.0,0.522
851.0,0.525
852.0,0.528
853.0,0.531
854.0,0.534
855.0,0.537
856.0,0.540
857.0,0.543
858.0,0.546
859.0,0.548
860.0,0.551
861.0,0.554
862.0,0.556
863.0,0.558
864.0,0.561
865.0,0.563
866.0,0.566
867.0,0.568
868.0,0.571
869.0,0.573
870.0,0.575
871.0,0.577
872.0,0.579
873.0,0.581
874.0,0.583
875.0,0.585
876.0,0.586
877.0,0.588
878.0,0.589
879.0,0.590
880.0,0.591
881.0,0.592
882.0,0.593
883.0,0.593
884.0,0.594
885.0,0.595
886.0,0.595
887.0,0.596
888.0,0.596
889.0,0.596
890.0,0.595
891.0,0.595
892.0,0.595
893.0,0.595
894.0,0.593
895.0,0.593
896.0,0.592
897.0,0.591
898.0,0.590
899.0,0.588
900.0,0.587
901.0,0.585
902.0,0.582
903.0,0.580
904.0,0.577
905.0,0.575
906.0,0.572
907.0,0.569
908.0,0.566
909.0,0.562
910.0,0.559
911.0,0.556
912.0,0.552
913.0,0.548
914.0,0.544
915.0,0.540
916.0,0.536
917.0,0.531
918.0,0.527
919.0,0.522
920.0,0.518
921.0,0.513
922.0,0.508
923.0,0.503
924.0,0.498
925.0,0.493
926.0,0.488
927.0,0.482
928.0,0.477
929.0,0.471
930.0,0.466
931.0,0.460
932.0,0.454
933.0,0.449
934.0,0.443
935.0,0.438
936.0,0.432
937.0,0.426
938.0,0.420
